"일자","요일","성별","연령","발신지_시도","발신지_구","발신지_동","통화건수"
"20190901","일","남","20대","서울특별시","서대문구","홍제동","18"
"20190901","일","여","30대","서울특별시","서대문구","홍제동","10"
"20190901","일","여","60대이상","서울특별시","서대문구","대현동","5"
"20190901","일","여","60대이상","서울특별시","서대문구","연희동","5"
"20190901","일","여","60대이상","서울특별시","서대문구","홍제동","5"
"20190901","일","여","50대","서울특별시","서대문구","연희동","10"
"20190901","일","남","10대","서울특별시","서대문구","남가좌동","5"
"20190901","일","여","30대","서울특별시","서대문구","연희동","15"
"20190901","일","여","40대","서울특별시","서대문구","홍제동","15"
"20190901","일","여","40대","서울특별시","서대문구","연희동","20"
"20190901","일","여","40대","서울특별시","서대문구","북가좌동","5"
"20190901","일","여","40대","서울특별시","서대문구","대현동","5"
"20190901","일","남","30대","서울특별시","서대문구","남가좌동","5"
"20190901","일","남","30대","서울특별시","서대문구","대현동","5"
"20190901","일","남","30대","서울특별시","서대문구","연희동","20"
"20190901","일","남","30대","서울특별시","서대문구","홍제동","14"
"20190901","일","남","50대","서울특별시","서대문구","홍제동","5"
"20190901","일","남","50대","서울특별시","서대문구","연희동","6"
"20190901","일","남","50대","서울특별시","서대문구","대현동","5"
"20190901","일","여","50대","서울특별시","서대문구","홍제동","5"
"20190901","일","여","30대","서울특별시","서대문구","대현동","5"
"20190901","일","남","10대","서울특별시","서대문구","홍제동","5"
"20190901","일","남","10대","서울특별시","서대문구","연희동","5"
"20190901","일","여","50대","서울특별시","서대문구","북아현동","5"
"20190901","일","남","60대이상","서울특별시","서대문구","홍제동","5"
"20190901","일","남","60대이상","서울특별시","서대문구","연희동","5"
"20190901","일","남","60대이상","서울특별시","서대문구","대현동","5"
"20190901","일","여","20대","서울특별시","서대문구","홍제동","7"
"20190901","일","남","10대","서울특별시","서대문구","대현동","5"
"20190901","일","여","20대","서울특별시","서대문구","연희동","13"
"20190901","일","여","20대","서울특별시","서대문구","북가좌동","5"
"20190901","일","여","10대","서울특별시","서초구","반포동","5"
"20190901","일","여","10대","서울특별시","서초구","방배동","5"
"20190901","일","여","10대","서울특별시","서초구","양재동","5"
"20190901","일","여","20대","서울특별시","서초구","방배동","8"
"20190901","일","여","20대","서울특별시","서초구","반포동","11"
"20190901","일","여","50대","서울특별시","서초구","서초동","5"
"20190901","일","여","50대","서울특별시","서초구","양재동","5"
"20190901","일","여","40대","서울특별시","서초구","양재동","7"
"20190901","일","여","30대","서울특별시","서초구","양재동","5"
"20190901","일","여","30대","서울특별시","서초구","방배동","13"
"20190901","일","여","40대","서울특별시","서초구","서초동","5"
"20190901","일","여","30대","서울특별시","서초구","반포동","15"
"20190901","일","여","40대","서울특별시","서초구","방배동","18"
"20190901","일","남","50대","서울특별시","서초구","양재동","5"
"20190901","일","남","50대","서울특별시","서초구","방배동","5"
"20190901","일","남","50대","서울특별시","서초구","반포동","5"
"20190901","일","남","50대","서울특별시","서초구","내곡동","5"
"20190901","일","여","50대","서울특별시","서초구","반포동","5"
"20190901","일","여","50대","서울특별시","서초구","방배동","8"
"20190901","일","여","60대이상","서울특별시","서초구","방배동","5"
"20190901","일","남","40대","서울특별시","서초구","양재동","5"
"20190901","일","남","40대","서울특별시","서초구","방배동","11"
"20190901","일","남","40대","서울특별시","서초구","반포동","6"
"20190901","일","남","10대","서울특별시","서초구","방배동","5"
"20190901","일","남","20대","서울특별시","서초구","반포동","5"
"20190901","일","여","60대이상","서울특별시","서초구","반포동","5"
"20190901","일","여","40대","서울특별시","서초구","반포동","17"
"20190901","일","남","30대","서울특별시","서초구","반포동","9"
"20190901","일","남","30대","서울특별시","서초구","방배동","9"
"20190901","일","남","30대","서울특별시","서초구","서초동","5"
"20190901","일","남","30대","서울특별시","서초구","양재동","5"
"20190901","일","남","20대","서울특별시","서초구","양재동","5"
"20190901","일","남","60대이상","서울특별시","서초구","서초동","5"
"20190901","일","남","60대이상","서울특별시","서초구","방배동","5"
"20190901","일","남","60대이상","서울특별시","서초구","반포동","5"
"20190901","일","여","20대","서울특별시","서초구","양재동","5"
"20190901","일","여","20대","서울특별시","서초구","서초동","5"
