Date,삼성전자,LG전자,카카오,NAVER,CJ,한화,현대자동차,기아자동차
2020-12-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-12-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-12-21,73000.0,94900.0,76172.0,284000.0,83900.0,26550.0,187000.0,61300.0
2020-12-22,72300.0,92200.0,75469.0,284000.0,82300.0,26200.0,184000.0,59800.0
2020-12-23,73900.0,119500.0,75770.0,284000.0,86300.0,26800.0,185000.0,61400.0
2020-12-24,77800.0,112000.0,75068.0,282000.0,88400.0,27950.0,187000.0,61700.0
2020-12-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-12-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-12-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-12-28,78700.0,124500.0,74867.0,281000.0,89300.0,27900.0,189500.0,62800.0
2020-12-29,78300.0,131500.0,77175.0,283000.0,91100.0,27850.0,190500.0,62300.0
2020-12-30,81000.0,135000.0,78179.0,292500.0,92100.0,28300.0,192000.0,62400.0
2020-12-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
