,일련번호,노선명,기점,기점 경도,기점 위도,중기점,중기점 경도,중기점 위도,종점,종점 경도,종점 위도
54,55,문화광장로L,서노송동614-11(시청입구사거리),127.1456863,35.8225041,서노송동 614-14,127.1463163,35.8230529,서노송동616-8,127.14701409999998,35.8231389
55,56,문화광장로R,서노송동614-11(시청입구사거리),127.1456863,35.8225041,서노송동 614-14,127.1463163,35.8230529,서노송동616-8,127.14701409999998,35.8231389
56,57,바람쐬는길R,치명자산성지,127.1643014,35.8070266,완산구 대성동 산45-3,127.1784548,35.801675700000004,안적교,127.1902402,35.798041999999995
57,58,바람쐬는길R1,치명자산성지,127.1643014,35.8070266,동서학동 946-9,127.162275,35.808924,전주한벽문화재단,127.148271,35.824418
58,59,백제대로L,평화동1가611-6(꽃밭정이네거리),127.1328196,35.795924400000004,서신동 996-1,127.1225706,35.8272729,우아동3가746-59(전주역앞),127.1599281,35.849507700000004
59,60,백제대로R,평화동1가611-6(꽃밭정이네거리),127.1328196,35.795924400000004,서신동 996-1,127.1225706,35.8272729,우아동3가746-59(전주역앞),127.1599281,35.849507700000004
60,61,번영로R,남정동425-1(득룡교),127.007622,35.8752842,성덕동 360-7,127.0386624,35.8771726,반월동850-1(조촌교차로),127.0610775,35.873701200000006
61,62,비석날로L,팔복동2가821(전주도시첨단산업단지),127.08164140000001,35.858062,팔복동2가 651-6,127.0846639,35.8622543,팔복동2가616-26,127.0853118,35.862934499999994
62,63,비석날로R,팔복동2가821(전주도시첨단산업단지),127.08164140000001,35.858062,팔복동2가 651-6,127.0846639,35.8622543,팔복동2가616-26,127.0853118,35.862934499999994
63,64,사평로L,덕진동1가1547-112,127.1185928,35.8384871,덕진동1가 1403-9,127.12164979999999,35.8418523,덕진동1가1275-1,127.123824,35.8433576
64,65,사평로R,덕진동1가1547-112,127.1185928,35.8384871,덕진동1가 1403-9,127.12164979999999,35.8418523,덕진동1가1275-1,127.123824,35.8433576
65,66,서곡로L,효자동3가1473-5,127.09731550000001,35.8327537,효자동3가 1459-4,127.10069979999999,35.8340906,효자동3가1406(전주세무서),127.102268,35.837532200000005
66,67,서곡로R,효자동3가1473-5,127.09731550000001,35.8327537,효자동3가 1459-4,127.10069979999999,35.8340906,효자동3가1406(전주세무서),127.102268,35.837532200000005
67,68,서귀로L,팔복동2가381-2,127.09588400000001,35.851352,팔복동3가 211-6,127.092215,35.8492185,팔복동3가400-1(삼양사전주공장),127.0858469,35.8532901
68,69,서귀로R,팔복동2가381-2,127.09588400000001,35.851352,팔복동3가 211-6,127.092215,35.8492185,팔복동3가400-1(삼양사전주공장),127.0858469,35.8532901
69,70,서신로L,서신동855-3,127.11555520000002,35.825568700000005,서신동 794,127.1169403,35.8318558,서신동961(동아한일),127.11772420000001,35.836504100000006
70,71,서신로R,서신동855-3,127.11555520000002,35.825568700000005,서신동 794,127.1169403,35.8318558,서신동961(동아한일),127.11772420000001,35.836504100000006
71,72,서원로1L,효자동3가1724-4,127.0946486,35.8133573,효자동2가 55-2,127.11127720000002,35.8134641,중화산동2가 106-5(풍림아이원@),127.1267946,35.811988299999996
72,73,서원로1R,효자동3가1724-4,127.0946486,35.8133573,효자동2가 55-2,127.11127720000002,35.8134641,중화산동2가 106-5(풍림아이원@),127.1267946,35.811988299999996
73,74,서원로2L,중화산동2가 106-5(풍림아이원@),127.1267946,35.811988299999996,중화산동1가 303-5,127.13300690000001,35.8135211,중화산동1가188(신흥중학교),127.136901,35.816437799999996
74,75,서원로2R,중화산동2가 106-5(풍림아이원@),127.1267946,35.811988299999996,중화산동1가 303-5,127.13300690000001,35.8135211,중화산동1가188(신흥중학교),127.136901,35.816437799999996
75,76,석소로L,인후동1가924-12,127.16992649999999,35.827675299999996,우아동2가 903-1 아원빌딩,127.16909129999999,35.830225899999995,우아동2가866-1,127.1673537,35.835485799999994
76,77,석소로R,인후동1가924-12,127.16992649999999,35.827675299999996,우아동2가 903-1 아원빌딩,127.16909129999999,35.830225899999995,우아동2가866-1,127.1673537,35.835485799999994
77,78,성지산로L,삼천동1가601-13,127.119674,35.7988172,삼천1동 532-25,127.1226071,35.8011912,효자동1가564-5,127.12482820000001,35.8026955
78,79,성지산로R,삼천동1가601-13,127.119674,35.7988172,삼천1동 532-25,127.1226071,35.8011912,효자동1가564-5,127.12482820000001,35.8026955
79,80,세내로L,효자동2가218-15(우림교),127.1087223,35.8048202,효자동3가 20-3,127.1123564,35.8182109,효자3가1473-1(서곡LG),127.0978584,35.8338492
80,81,세내로R,효자동2가218-15(우림교),127.1087223,35.8048202,효자동3가 20-3,127.1123564,35.8182109,효자3가1473-1(서곡LG),127.0978584,35.8338492
81,82,소리로1L,덕진동1가88-47,127.1360135,35.8539922,덕진동1가 산1-11,127.1381947,35.853894399999994,덕진동1가 88-4(한국소리문화의전당),127.1383229,35.855539799999995
82,83,소리로2L,덕진동1가 88-4(한국소리문화의전당),127.1383229,35.855539799999995,호성동1가 산11-14,127.14695320000001,35.8574992,호성동1가757-24,127.154454,35.8588436
83,84,소리로1R,덕진동1가88-47,127.1360135,35.8539922,호성동1가 산11-14,127.14695320000001,35.8574992,호성동1가757-24,127.154454,35.8588436
84,85,소태정로L,효자동2가1196-2,127.0971834,35.804969799999995,효자동2가 720-47,127.097949,35.805622,효자동2가1199-3(우림중학교),127.0991426,35.8052154
85,86,소태정로R,효자동2가1196-2,127.0971834,35.804969799999995,효자동2가 720-47,127.097949,35.805622,효자동2가1199-3(우림중학교),127.0991426,35.8052154
86,87,솔내로L,송천동1가136(현대4차아파트),127.1271713,35.859938799999995,송천동2가 202-71,127.1273354,35.8649595,송천동2가293-5,127.12790459999998,35.8695701
87,88,솔내로R,송천동1가136(현대4차아파트),127.1271713,35.859938799999995,송천동2가 202-71,127.1273354,35.8649595,송천동2가293-5,127.12790459999998,35.8695701
88,89,송천중앙로L,덕진동2가148-3(가련광장),127.1176383,35.8479253,송천동1가 산54-12,127.12138030000001,35.861480799999995,덕진동2가 174(덕진노인복지관 앞),127.12162820000002,35.8695783
89,90,송천중앙로R,덕진동2가148-3(가련광장),127.1176383,35.8479253,송천동1가 산54-12,127.12138030000001,35.861480799999995,덕진동2가 174(덕진노인복지관 앞),127.12162820000002,35.8695783
90,91,송천중앙로2L,덕진동2가 174(덕진노인복지관 앞),127.120015,35.85131,송천2동 113-10,127.121292,35.861026,송천동2가454-9,127.12138999999999,35.869710999999995
91,92,송천중앙로2R,덕진동2가 174(덕진노인복지관 앞),127.120015,35.85131,송천2동 113-10,127.121292,35.861026,송천동2가454-9,127.12138999999999,35.869710999999995
92,93,시천로L,송천동1가684-1,127.1147301,35.859532200000004,송천동1가 850,127.11448290000001,35.8646941,송천동2가613,127.1151335,35.8694595
93,94,시천로R,송천동1가684-1,127.1147301,35.859532200000004,송천동1가 850,127.11448290000001,35.8646941,송천동2가613,127.1151335,35.8694595
94,95,신행로L,팔복동3가410-3,127.09054440000001,35.846388299999994,팔복동3가 211-6,127.092215,35.8492185,팔복동2가419-3,127.09465120000002,35.852053000000005
95,96,신행로R,팔복동3가410-3,127.09054440000001,35.846388299999994,팔복동3가 211-6,127.092215,35.8492185,팔복동2가419-3,127.09465120000002,35.852053000000005
96,97,쑥고개로L,삼천동3가 285-9,127.0857361,35.7961884,효자동2가 765-1,127.09815149999999,35.801853,효자동2가221-7,127.10894280000001,35.804378899999996
97,98,쑥고개로R,삼천동3가 285-9,127.0857361,35.7961884,효자동2가 765-1,127.09815149999999,35.801853,효자동2가221-7,127.10894280000001,35.804378899999996
98,99,아중로L,중노송동499-13,127.1509574,35.82263579999999,아중로 125,127.163444,35.8254216,우아동2가934-6,127.1751692,35.82950039999999
99,100,아중로R,중노송동499-13,127.1509574,35.82263579999999,아중로 125,127.163444,35.8254216,우아동2가934-6,127.1751692,35.82950039999999
100,101,안덕원로L,산정동855-2,127.1306348,35.8270502,인후동2가 227-1,127.1507774,35.8359058,진북동 1063-8,127.16817150000001,35.84019970000001
101,102,안덕원로R,산정동855-2,127.1306348,35.8270502,인후동2가 227-1,127.1507774,35.8359058,진북동 1063-8,127.16817150000001,35.84019970000001
104,105,안행로L,삼천동1가743-1,127.1297396,35.799697200000004,서완산동1가 228 선한이치과,127.1331598,35.8075511,중화산동1가 327-12(옥성트레비앙@),127.13205190000001,35.81255170000001
105,106,안행로R,삼천동1가743-1,127.1297396,35.799697200000004,서완산동1가 228 선한이치과,127.1331598,35.8075511,중화산동1가 327-12(옥성트레비앙@),127.13205190000001,35.81255170000001
108,109,오송로L,송천동1가산60-5,127.12641770000002,35.857978,송천1동 162-23,127.13116229999999,35.8607232,송천동1가871(송천아이파크6단지아파트),127.1317187,35.8620891
109,110,오송로R,송천동1가산60-5,127.12641770000002,35.857978,송천1동 162-23,127.13116229999999,35.8607232,송천동1가871(송천아이파크6단지아파트),127.1317187,35.8620891
110,111,온고을로1R,화개네거리,127.0668594,35.8566441,장동 1024-7,127.0619317,35.8636307,반월동858-3(조촌교차로),127.06130630000001,35.8739539
111,112,온고을로2L,서신동769-1,127.12218840000001,35.83330170000001,만성동 24-4,127.0879075,35.8470777,반월동858-3(조촌교차로),127.06130630000001,35.8739539
112,113,온고을로2R,서신동769-1,127.12218840000001,35.83330170000001,만성동 24-4,127.0879075,35.8470777,화개네거리,127.0668594,35.8566441
113,114,용리로L,삼천동1가284-2,127.110316,35.798549799999996,삼천동1가 601-13,127.12206880000001,35.798365000000004,삼천동1가705-3(쌍용3단지),127.1286322,35.798168200000006
